Census Year,CountyFIPSCode,Economic Development Region,Workforce Development Area,County Name,County Code,Age Range,Gender,Total Population,No High School Diploma,High School Diploma Or Equivalent,Some College No Degree,Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,BachelorDegreeAndMore,Total Post-Secondary Degrees,latitude,longitude
01/01/2016 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Female,1943,136,713,364,214,390,126,516,730,41.2328627,-77.6428376
01/01/2013 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Female,1941,169,595,430,245,376,126,502,747,41.2328627,-77.6428376
01/01/2012 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Female,2008,163,639,408,230,457,111,568,798,41.2328627,-77.6428376
01/01/2015 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Male,2092,243,1016,328,121,282,102,384,505,41.2328627,-77.6428376
01/01/2015 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Female,1951,156,674,399,206,421,95,516,722,41.2328627,-77.6428376
01/01/2011 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Female,2004,172,679,403,234,424,92,516,750,41.2328627,-77.6428376
01/01/2014 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Male,2097,242,1062,303,105,298,87,385,490,41.2328627,-77.6428376
01/01/2010 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Female,2047,174,736,345,252,455,85,540,792,41.2328627,-77.6428376
01/01/2010 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2264,193,1104,407,239,236,85,321,560,41.2328627,-77.6428376
01/01/2011 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2227,183,1017,469,228,250,80,330,558,41.2328627,-77.6428376
01/01/2012 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2198,196,956,447,264,256,79,335,599,41.2328627,-77.6428376
01/01/2013 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,25 to 34 Years,Male,2028,253,912,328,124,334,77,411,535,41.2328627,-77.6428376
01/01/2015 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2096,175,925,367,262,293,74,367,629,41.2328627,-77.6428376
01/01/2013 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2124,164,951,409,250,278,72,350,600,41.2328627,-77.6428376
01/01/2014 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2150,181,975,379,257,294,64,358,615,41.2328627,-77.6428376
01/01/2016 12:00:00 AM,42035,Northeast,Central WDA,Clinton,18,35 to 44 Years,Male,2090,208,938,348,254,293,49,342,596,41.2328627,-77.6428376
01/01/2015 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5396,416,2628,711,477,643,521,1164,1641,41.1927913,-79.4248361
01/01/2016 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5413,450,2574,731,517,637,504,1141,1658,41.1927913,-79.4248361
01/01/2011 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5313,404,2646,766,435,590,472,1062,1497,41.1927913,-79.4248361
01/01/2014 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5367,436,2600,757,458,653,463,1116,1574,41.1927913,-79.4248361
01/01/2012 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5381,402,2614,800,491,612,462,1074,1565,41.1927913,-79.4248361
01/01/2013 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5403,410,2620,777,508,636,452,1088,1596,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Female,5326,411,2790,702,412,593,418,1011,1423,41.1927913,-79.4248361
01/01/2012 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5351,438,2969,691,429,426,398,824,1253,41.1927913,-79.4248361
01/01/2016 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5302,479,2870,576,484,517,376,893,1377,41.1927913,-79.4248361
01/01/2014 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5369,483,2904,685,438,492,367,859,1297,41.1927913,-79.4248361
01/01/2011 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5398,488,3026,702,391,424,367,791,1182,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5411,532,3088,596,416,415,364,779,1195,41.1927913,-79.4248361
01/01/2013 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5364,455,2947,678,498,426,360,786,1284,41.1927913,-79.4248361
01/01/2015 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,45 to 64 Years,Male,5357,495,2839,678,472,514,359,873,1345,41.1927913,-79.4248361
01/01/2016 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,2074,150,631,410,149,506,228,734,883,41.1927913,-79.4248361
01/01/2016 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2108,132,678,362,236,473,227,700,936,41.1927913,-79.4248361
01/01/2012 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2314,123,881,401,264,420,225,645,909,41.1927913,-79.4248361
01/01/2014 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2166,108,734,380,293,440,211,651,944,41.1927913,-79.4248361
01/01/2015 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2164,125,720,382,278,462,197,659,937,41.1927913,-79.4248361
01/01/2015 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,2033,118,636,431,184,470,194,664,848,41.1927913,-79.4248361
01/01/2013 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2241,136,775,433,261,442,194,636,897,41.1927913,-79.4248361
01/01/2011 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2391,200,952,341,296,408,194,602,898,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Female,2455,179,1058,337,249,442,190,632,881,41.1927913,-79.4248361
01/01/2014 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,1943,155,592,369,216,425,186,611,827,41.1927913,-79.4248361
01/01/2011 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2353,157,1302,242,191,285,176,461,652,41.1927913,-79.4248361
01/01/2012 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,1899,201,500,415,232,384,167,551,783,41.1927913,-79.4248361
01/01/2012 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2317,134,1144,318,213,352,156,508,721,41.1927913,-79.4248361
01/01/2013 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,1921,191,562,358,232,429,149,578,810,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2391,139,1358,276,190,282,146,428,618,41.1927913,-79.4248361
01/01/2011 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,1916,166,542,431,262,375,140,515,777,41.1927913,-79.4248361
01/01/2013 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2259,138,1115,271,235,369,131,500,735,41.1927913,-79.4248361
01/01/2015 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,2149,163,863,389,237,366,131,497,734,41.1927913,-79.4248361
01/01/2015 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2131,234,906,279,207,379,126,505,712,41.1927913,-79.4248361
01/01/2016 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,2205,202,866,350,243,422,122,544,787,41.1927913,-79.4248361
01/01/2016 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2096,285,804,295,241,354,117,471,712,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Female,1903,187,588,395,231,388,114,502,733,41.1927913,-79.4248361
01/01/2014 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,35 to 44 Years,Male,2182,221,959,277,218,401,106,507,725,41.1927913,-79.4248361
01/01/2014 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,2068,207,839,382,217,325,98,423,640,41.1927913,-79.4248361
01/01/2012 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,2001,234,823,362,202,291,89,380,582,41.1927913,-79.4248361
01/01/2013 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,2027,250,792,352,193,352,88,440,633,41.1927913,-79.4248361
01/01/2011 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,1971,217,787,379,198,315,75,390,588,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42031,Northwest,Northwest WDA,Clarion,16,25 to 34 Years,Male,1936,206,793,347,183,335,72,407,590,41.1927913,-79.4248361
01/01/2010 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,44468,4705,18474,7519,3490,5890,4390,10280,13770,41.1783644,-75.9919961
01/01/2011 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,45090,4474,18713,8163,3644,5900,4196,10096,13740,41.1783644,-75.9919961
01/01/2013 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,45659,4266,18643,8596,3647,6397,4110,10507,14154,41.1783644,-75.9919961
01/01/2010 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,44909,4097,18756,8411,4099,5465,4081,9546,13645,41.1783644,-75.9919961
01/01/2012 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,45416,4324,18484,8652,3621,6292,4043,10335,13956,41.1783644,-75.9919961
01/01/2016 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,45428,3566,17129,8609,5683,6438,4003,10441,16124,41.1783644,-75.9919961
01/01/2012 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,45848,3991,18242,9381,4771,5508,3955,9463,14234,41.1783644,-75.9919961
01/01/2011 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,45505,4084,18643,8859,4547,5437,3935,9372,13919,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,45591,4092,18569,8730,3814,6461,3925,10386,14200,41.1783644,-75.9919961
01/01/2013 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,45967,3915,18014,9339,5008,5836,3855,9691,14699,41.1783644,-75.9919961
01/01/2016 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,45108,4006,18335,8376,4234,6309,3848,10157,14391,41.1783644,-75.9919961
01/01/2015 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,45796,3572,17755,9055,5661,6016,3737,9753,15414,41.1783644,-75.9919961
01/01/2015 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Male,45453,4014,18488,8934,4035,6262,3720,9982,14017,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,45 to 64 Years,Female,45955,3778,17977,9347,5260,5906,3687,9593,14853,41.1783644,-75.9919961
01/01/2016 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,18472,1381,5319,3580,2364,3601,2227,5828,8192,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,19357,1615,5562,3812,2486,3737,2145,5882,8368,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,17639,1425,4528,3831,2008,3710,2137,5847,7855,41.1783644,-75.9919961
01/01/2016 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,18088,1462,4403,3984,2282,3828,2129,5957,8239,41.1783644,-75.9919961
01/01/2015 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,17879,1512,4325,3985,2069,3870,2118,5988,8057,41.1783644,-75.9919961
01/01/2015 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,18890,1388,5626,3859,2352,3565,2100,5665,8017,41.1783644,-75.9919961
01/01/2012 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,20287,1630,6303,4104,2580,3607,2063,5670,8250,41.1783644,-75.9919961
01/01/2013 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,19802,1595,5938,4101,2471,3695,2002,5697,8168,41.1783644,-75.9919961
01/01/2012 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,17151,1301,4644,3813,1622,3789,1982,5771,7393,41.1783644,-75.9919961
01/01/2013 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,17451,1393,4615,3797,1858,3841,1947,5788,7646,41.1783644,-75.9919961
01/01/2011 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,20763,1849,6246,4357,2786,3640,1885,5525,8311,41.1783644,-75.9919961
01/01/2011 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,17118,1271,4751,3577,1689,4136,1694,5830,7519,41.1783644,-75.9919961
01/01/2010 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Female,21247,1865,6711,4297,2967,3730,1677,5407,8374,41.1783644,-75.9919961
01/01/2010 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Female,17023,1199,4767,3640,1770,4073,1574,5647,7417,41.1783644,-75.9919961
01/01/2013 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,20644,2000,7717,4374,2133,2912,1508,4420,6553,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,20112,2002,7514,4135,2043,2943,1475,4418,6461,41.1783644,-75.9919961
01/01/2011 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,21731,2085,8461,4562,2164,3001,1458,4459,6623,41.1783644,-75.9919961
01/01/2012 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,21214,2075,8063,4628,2094,2900,1454,4354,6448,41.1783644,-75.9919961
01/01/2015 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,19648,2032,7237,4131,2007,2850,1391,4241,6248,41.1783644,-75.9919961
01/01/2016 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,19203,2110,7048,3934,1978,2783,1350,4133,6111,41.1783644,-75.9919961
01/01/2010 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,35 to 44 Years,Male,22209,2140,8895,4472,2341,3012,1349,4361,6702,41.1783644,-75.9919961
01/01/2015 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,19715,1990,7035,4404,1825,3380,1081,4461,6286,41.1783644,-75.9919961
01/01/2016 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,20118,1945,7385,4484,1967,3268,1069,4337,6304,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,19186,2022,6373,4532,1769,3518,972,4490,6259,41.1783644,-75.9919961
01/01/2013 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,18744,1880,6197,4600,1792,3423,852,4275,6067,41.1783644,-75.9919961
01/01/2012 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,18297,2301,6304,4044,1644,3223,781,4004,5648,41.1783644,-75.9919961
01/01/2011 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,17971,2111,6382,3837,1602,3424,615,4039,5641,41.1783644,-75.9919961
01/01/2010 12:00:00 AM,42079,Northeast,Luzerne-Schuylkill Counties WDA,Luzerne,40,25 to 34 Years,Male,17823,2085,6425,3762,1581,3398,572,3970,5551,41.1783644,-75.9919961
01/01/2014 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6538,495,3442,951,651,620,379,999,1650,41.1313909,-79.0010181
01/01/2011 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6507,576,3602,961,521,495,352,847,1368,41.1313909,-79.0010181
01/01/2016 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6419,422,3442,885,719,601,350,951,1670,41.1313909,-79.0010181
01/01/2012 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6553,611,3567,974,552,501,348,849,1401,41.1313909,-79.0010181
01/01/2010 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6410,521,3557,913,540,533,346,879,1419,41.1313909,-79.0010181
01/01/2015 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6510,496,3457,886,683,650,338,988,1671,41.1313909,-79.0010181
01/01/2013 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Female,6557,558,3546,943,626,558,326,884,1510,41.1313909,-79.0010181
01/01/2016 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6450,577,3616,832,511,590,324,914,1425,41.1313909,-79.0010181
01/01/2010 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6489,617,3773,807,469,515,308,823,1292,41.1313909,-79.0010181
01/01/2014 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6559,633,3763,761,528,573,301,874,1402,41.1313909,-79.0010181
01/01/2015 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6506,610,3693,815,531,568,289,857,1388,41.1313909,-79.0010181
01/01/2013 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6596,716,3705,794,552,550,279,829,1381,41.1313909,-79.0010181
01/01/2012 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6599,700,3731,845,541,523,259,782,1323,41.1313909,-79.0010181
01/01/2011 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,45 to 64 Years,Male,6591,673,3718,854,527,568,251,819,1346,41.1313909,-79.0010181
01/01/2014 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2375,179,752,481,384,393,186,579,963,41.1313909,-79.0010181
01/01/2015 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2385,242,710,450,385,423,175,598,983,41.1313909,-79.0010181
01/01/2012 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2336,222,824,471,323,327,169,496,819,41.1313909,-79.0010181
01/01/2013 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2359,256,745,474,359,362,163,525,884,41.1313909,-79.0010181
01/01/2016 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2404,260,768,448,384,385,159,544,928,41.1313909,-79.0010181
01/01/2016 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2482,159,950,405,436,375,157,532,968,41.1313909,-79.0010181
01/01/2015 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2526,154,1044,388,406,380,154,534,940,41.1313909,-79.0010181
01/01/2011 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2320,221,877,461,291,327,143,470,761,41.1313909,-79.0010181
01/01/2012 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2725,146,1237,398,439,363,142,505,944,41.1313909,-79.0010181
01/01/2014 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2575,122,1128,398,403,384,140,524,927,41.1313909,-79.0010181
01/01/2010 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Female,2336,226,937,490,254,298,131,429,683,41.1313909,-79.0010181
01/01/2011 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2794,211,1302,452,361,346,122,468,829,41.1313909,-79.0010181
01/01/2013 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2652,135,1174,424,406,394,119,513,919,41.1313909,-79.0010181
01/01/2010 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Female,2869,188,1377,487,357,348,112,460,817,41.1313909,-79.0010181
01/01/2016 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Male,2527,123,1380,334,323,256,111,367,690,41.1313909,-79.0010181
01/01/2015 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Male,2545,299,1123,416,362,253,92,345,707,41.1313909,-79.0010181
01/01/2015 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Male,2584,121,1400,401,320,253,89,342,662,41.1313909,-79.0010181
01/01/2016 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Male,2578,333,1153,363,363,294,72,366,729,41.1313909,-79.0010181
01/01/2013 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Male,2495,264,1045,376,424,316,70,386,810,41.1313909,-79.0010181
01/01/2014 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,25 to 34 Years,Male,2506,249,1061,395,419,316,66,382,801,41.1313909,-79.0010181
01/01/2014 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Male,2676,155,1503,384,337,233,64,297,634,41.1313909,-79.0010181
01/01/2012 12:00:00 AM,42065,Northwest,North Central WDA,Jefferson,33,35 to 44 Years,Male,2774,182,1646,305,345,242,54,296,641,41.1313909,-79.0010181
