Census Year,CountyFIPSCode,Economic Development Region,Workforce Development Area,County Name,County Code,Age Range,Gender,Total Population,No High School Diploma,High School Diploma Or Equivalent,Some College No Degree,Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,BachelorDegreeAndMore,Total Post-Secondary Degrees,latitude,longitude
01/01/2012 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Female,42812,1003,10316,8049,4278,11772,7394,19166,23444,40.3350113,-75.1129124
01/01/2013 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Female,41244,1001,9472,7856,3994,11732,7189,18921,22915,40.3350113,-75.1129124
01/01/2011 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Female,44353,1327,11422,8548,4499,11518,7039,18557,23056,40.3350113,-75.1129124
01/01/2010 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Female,45993,1580,12331,8701,4348,12036,6997,19033,23381,40.3350113,-75.1129124
01/01/2010 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,44108,2582,13042,8503,3082,10339,6560,16899,19981,40.3350113,-75.1129124
01/01/2011 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,42583,2170,12580,8381,2830,10221,6401,16622,19452,40.3350113,-75.1129124
01/01/2013 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,39616,1915,11991,7377,2479,9503,6351,15854,18333,40.3350113,-75.1129124
01/01/2012 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,41075,1859,12539,7758,2764,9841,6314,16155,18919,40.3350113,-75.1129124
01/01/2015 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,37560,2054,9806,7108,2730,9554,6308,15862,18592,40.3350113,-75.1129124
01/01/2014 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,38464,2070,10958,7232,2531,9372,6301,15673,18204,40.3350113,-75.1129124
01/01/2016 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,35 to 44 Years,Male,36788,2038,9660,6649,2686,9457,6298,15755,18441,40.3350113,-75.1129124
01/01/2016 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,34058,1485,6212,6514,3634,10819,5394,16213,19847,40.3350113,-75.1129124
01/01/2015 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,34094,1548,6605,6914,3589,10244,5194,15438,19027,40.3350113,-75.1129124
01/01/2014 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,33895,1361,6819,7438,3428,10052,4797,14849,18277,40.3350113,-75.1129124
01/01/2013 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,33676,1299,7327,7129,3199,9958,4764,14722,17921,40.3350113,-75.1129124
01/01/2010 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,33035,1507,6907,6588,2719,10552,4762,15314,18033,40.3350113,-75.1129124
01/01/2011 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,33238,1414,7339,6471,3003,10319,4692,15011,18014,40.3350113,-75.1129124
01/01/2012 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Female,33460,1194,7704,6860,3252,9768,4682,14450,17702,40.3350113,-75.1129124
01/01/2010 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,32823,2013,9370,7389,2076,8654,3321,11975,14051,40.3350113,-75.1129124
01/01/2016 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,34442,1798,9925,6741,2701,9968,3309,13277,15978,40.3350113,-75.1129124
01/01/2011 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,33026,2025,9434,7774,1945,8637,3211,11848,13793,40.3350113,-75.1129124
01/01/2015 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,34109,1794,9757,7378,2422,9578,3180,12758,15180,40.3350113,-75.1129124
01/01/2012 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,33304,1861,9761,8123,1972,8541,3046,11587,13559,40.3350113,-75.1129124
01/01/2014 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,33985,1952,9782,7689,2108,9466,2988,12454,14562,40.3350113,-75.1129124
01/01/2013 12:00:00 AM,42017,Southeast,Bucks County WDA,Bucks,9,25 to 34 Years,Male,33656,1994,9930,7790,1977,8999,2966,11965,13942,40.3350113,-75.1129124
01/01/2016 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,54810,3082,21996,8986,6062,9202,5482,14684,20746,40.310315,-79.4713412
01/01/2012 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,55934,2789,22472,9992,5409,9961,5311,15272,20681,40.310315,-79.4713412
01/01/2014 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,55868,2899,22328,9518,5821,10037,5265,15302,21123,40.310315,-79.4713412
01/01/2010 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,54951,2974,22458,9555,5230,9501,5233,14734,19964,40.310315,-79.4713412
01/01/2013 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,56049,3050,22305,9638,5634,10210,5212,15422,21056,40.310315,-79.4713412
01/01/2011 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,55612,2831,22306,10089,5375,9800,5211,15011,20386,40.310315,-79.4713412
01/01/2015 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Male,55436,2937,22320,9431,5917,9623,5208,14831,20748,40.310315,-79.4713412
01/01/2016 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,56845,2124,21416,10611,7814,9712,5168,14880,22694,40.310315,-79.4713412
01/01/2015 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,57521,2295,21909,10767,7693,9832,5025,14857,22550,40.310315,-79.4713412
01/01/2014 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,57934,2380,23124,10576,7332,9526,4996,14522,21854,40.310315,-79.4713412
01/01/2013 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,58055,2392,23514,10602,7661,9145,4741,13886,21547,40.310315,-79.4713412
01/01/2012 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,57863,2415,24109,10722,7329,8565,4723,13288,20617,40.310315,-79.4713412
01/01/2011 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,57614,2544,24005,10927,7113,8404,4621,13025,20138,40.310315,-79.4713412
01/01/2010 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,45 to 64 Years,Female,56882,2804,24133,10506,6971,7927,4541,12468,19439,40.310315,-79.4713412
01/01/2016 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,20241,608,4683,3515,3060,5522,2853,8375,11435,40.310315,-79.4713412
01/01/2015 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,20847,628,4964,3862,3233,5562,2598,8160,11393,40.310315,-79.4713412
01/01/2014 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,21497,694,5238,4123,3367,5546,2529,8075,11442,40.310315,-79.4713412
01/01/2016 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17877,776,3666,3653,2688,4599,2495,7094,9782,40.310315,-79.4713412
01/01/2015 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,20816,1029,6833,3949,2428,4150,2427,6577,9005,40.310315,-79.4713412
01/01/2010 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,24583,700,6979,4855,3918,5711,2420,8131,12049,40.310315,-79.4713412
01/01/2011 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,23812,691,6501,4695,3897,5608,2420,8028,11925,40.310315,-79.4713412
01/01/2013 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,22212,783,5865,4096,3431,5622,2415,8037,11468,40.310315,-79.4713412
01/01/2013 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,22083,1119,7821,4152,2462,4123,2406,6529,8991,40.310315,-79.4713412
01/01/2014 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,21379,1157,7073,4025,2370,4354,2400,6754,9124,40.310315,-79.4713412
01/01/2015 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17889,713,3761,3653,2790,4593,2379,6972,9762,40.310315,-79.4713412
01/01/2011 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,23544,1110,8777,4181,2594,4537,2345,6882,9476,40.310315,-79.4713412
01/01/2014 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17848,868,3911,3765,2467,4493,2344,6837,9304,40.310315,-79.4713412
01/01/2012 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Female,23076,681,6085,4695,3757,5546,2312,7858,11615,40.310315,-79.4713412
01/01/2012 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,22804,1097,8245,4243,2547,4387,2285,6672,9219,40.310315,-79.4713412
01/01/2016 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,20207,887,6679,3907,2429,4024,2281,6305,8734,40.310315,-79.4713412
01/01/2010 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,35 to 44 Years,Male,24192,1057,9383,4054,2757,4741,2200,6941,9698,40.310315,-79.4713412
01/01/2013 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17778,821,4176,3878,2398,4408,2097,6505,8903,40.310315,-79.4713412
01/01/2012 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17564,747,3994,3795,2299,4693,2036,6729,9028,40.310315,-79.4713412
01/01/2011 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17453,633,4053,3821,2325,4666,1955,6621,8946,40.310315,-79.4713412
01/01/2010 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Female,17389,662,3915,3651,2553,4707,1901,6608,9161,40.310315,-79.4713412
01/01/2014 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,18591,1167,6162,3706,2102,3813,1641,5454,7556,40.310315,-79.4713412
01/01/2015 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,18756,1129,6249,3543,2284,3994,1557,5551,7835,40.310315,-79.4713412
01/01/2013 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,18455,1100,6400,3651,2045,3724,1535,5259,7304,40.310315,-79.4713412
01/01/2016 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,18790,1109,6136,3451,2413,4242,1439,5681,8094,40.310315,-79.4713412
01/01/2012 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,18188,1122,6050,3637,2014,4074,1291,5365,7379,40.310315,-79.4713412
01/01/2011 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,18067,1125,6068,3621,2051,3997,1205,5202,7253,40.310315,-79.4713412
01/01/2010 12:00:00 AM,42129,Southwest,Westmoreland-Fayette Counties WDA,Westmoreland,65,25 to 34 Years,Male,17811,1087,6031,3531,1870,4099,1193,5292,7162,40.310315,-79.4713412
01/01/2016 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,119808,4512,28869,18727,11020,31197,25483,56680,67700,40.2098987,-75.37252
01/01/2015 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,119911,4675,29594,18658,10689,31043,25252,56295,66984,40.2098987,-75.37252
01/01/2014 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,112408,6060,29110,18572,6425,27525,24716,52241,58666,40.2098987,-75.37252
01/01/2014 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,119515,4717,30198,19157,10464,30398,24581,54979,65443,40.2098987,-75.37252
01/01/2015 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,112871,5889,29232,18407,6666,28223,24454,52677,59343,40.2098987,-75.37252
01/01/2012 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,110302,5802,28359,18663,6078,27015,24385,51400,57478,40.2098987,-75.37252
01/01/2016 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,112742,5674,29277,17830,6985,28722,24254,52976,59961,40.2098987,-75.37252
01/01/2013 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,111500,5904,29216,18547,6317,27302,24214,51516,57833,40.2098987,-75.37252
01/01/2013 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,118591,4845,30669,19478,10268,29247,24084,53331,63599,40.2098987,-75.37252
01/01/2011 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,108781,5761,28288,18483,5937,26433,23879,50312,56249,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Male,106814,5477,27880,17796,5706,26113,23842,49955,55661,40.2098987,-75.37252
01/01/2012 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,117393,4926,30545,19728,9698,28721,23775,52496,62194,40.2098987,-75.37252
01/01/2011 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,115777,5001,31042,19232,9433,27945,23124,51069,60502,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,45 to 64 Years,Female,113586,5033,31292,18909,9096,26962,22294,49256,58352,40.2098987,-75.37252
01/01/2016 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,51905,1512,7749,7027,4099,16919,14599,31518,35617,40.2098987,-75.37252
01/01/2015 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,52526,1421,8011,7684,4203,16781,14426,31207,35410,40.2098987,-75.37252
01/01/2014 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,53304,1380,8488,8036,4371,17284,13745,31029,35400,40.2098987,-75.37252
01/01/2013 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,54145,1381,8865,8508,4465,17629,13297,30926,35391,40.2098987,-75.37252
01/01/2012 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,55235,1328,9585,8913,5022,17650,12737,30387,35409,40.2098987,-75.37252
01/01/2011 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,56452,1406,10287,9220,5326,17729,12484,30213,35539,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Female,57831,1538,11348,9257,5411,18114,12163,30277,35688,40.2098987,-75.37252
01/01/2016 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,50881,2565,10102,7845,3300,14973,12096,27069,30369,40.2098987,-75.37252
01/01/2015 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,51386,2441,10553,8004,3473,15120,11795,26915,30388,40.2098987,-75.37252
01/01/2015 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,50114,1478,6879,7483,3647,18944,11683,30627,34274,40.2098987,-75.37252
01/01/2014 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,51971,2463,10993,8205,3185,15520,11605,27125,30310,40.2098987,-75.37252
01/01/2016 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,50308,1486,6609,7543,3993,19079,11598,30677,34670,40.2098987,-75.37252
01/01/2014 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,49558,1605,6552,7308,3597,18969,11527,30496,34093,40.2098987,-75.37252
01/01/2013 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,52629,2381,11346,8785,3036,15634,11447,27081,30117,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,55985,2768,13303,8977,3166,16384,11387,27771,30937,40.2098987,-75.37252
01/01/2013 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,48878,1445,6784,7475,3353,18726,11095,29821,33174,40.2098987,-75.37252
01/01/2011 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,54811,2520,12419,9020,3339,16433,11080,27513,30852,40.2098987,-75.37252
01/01/2012 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,35 to 44 Years,Male,53707,2400,11960,9130,3131,16056,11030,27086,30217,40.2098987,-75.37252
01/01/2012 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,48284,1545,6968,7393,3417,18508,10453,28961,32378,40.2098987,-75.37252
01/01/2011 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,47518,1782,6926,7069,3404,18567,9770,28337,31741,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Female,46827,1875,6874,7049,3497,17933,9599,27532,31029,40.2098987,-75.37252
01/01/2015 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,50943,2911,11338,8508,3184,17920,7082,25002,28186,40.2098987,-75.37252
01/01/2016 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,51226,2908,11477,8527,2974,18283,7057,25340,28314,40.2098987,-75.37252
01/01/2014 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,50330,2854,11070,8805,3325,17513,6763,24276,27601,40.2098987,-75.37252
01/01/2013 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,49541,2960,11426,8558,3254,16773,6570,23343,26597,40.2098987,-75.37252
01/01/2012 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,48772,2907,10995,8255,3197,16927,6491,23418,26615,40.2098987,-75.37252
01/01/2011 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,47843,3008,10761,8360,3119,16474,6121,22595,25714,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42091,Southeast,Montgomery County WDA,Montgomery,46,25 to 34 Years,Male,47152,3197,10795,7790,2736,16561,6073,22634,25370,40.2098987,-75.37252
01/01/2010 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,30385,2474,12933,4455,2295,5276,2952,8228,10523,40.1910966,-80.2518008
01/01/2011 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,30792,2628,12792,4508,2454,5470,2940,8410,10864,40.1910966,-80.2518008
01/01/2016 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,31911,1556,12965,5104,3597,5826,2863,8689,12286,40.1910966,-80.2518008
01/01/2012 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,31032,2599,12685,4840,2514,5561,2833,8394,10908,40.1910966,-80.2518008
01/01/2014 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,31058,2384,12707,4735,2561,5852,2819,8671,11232,40.1910966,-80.2518008
01/01/2015 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,32084,1547,13202,5035,3934,5568,2798,8366,12300,40.1910966,-80.2518008
01/01/2014 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,32187,1717,13437,5122,3836,5300,2775,8075,11911,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,32221,1871,13739,5328,3532,5047,2704,7751,11283,40.1910966,-80.2518008
01/01/2012 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,32061,1955,13926,5139,3331,5013,2697,7710,11041,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,31133,2505,12698,5002,2349,5890,2689,8579,10928,40.1910966,-80.2518008
01/01/2016 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,30767,2037,12822,4625,2587,6014,2682,8696,11283,40.1910966,-80.2518008
01/01/2015 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Male,30963,2225,12667,4583,2719,6132,2637,8769,11488,40.1910966,-80.2518008
01/01/2010 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,31330,1998,13853,5255,2999,4623,2602,7225,10224,40.1910966,-80.2518008
01/01/2011 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,45 to 64 Years,Female,31801,2086,13879,5231,3209,4823,2573,7396,10605,40.1910966,-80.2518008
01/01/2016 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,12162,597,2913,1888,1775,3046,1943,4989,6764,40.1910966,-80.2518008
01/01/2015 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,12423,548,3067,1956,1924,3051,1877,4928,6852,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,12926,437,3723,2319,1652,3098,1697,4795,6447,40.1910966,-80.2518008
01/01/2014 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,12673,627,3599,1986,1765,3058,1638,4696,6461,40.1910966,-80.2518008
01/01/2015 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10747,453,2485,1806,1463,2969,1571,4540,6003,40.1910966,-80.2518008
01/01/2016 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10915,413,2369,2121,1527,2933,1552,4485,6012,40.1910966,-80.2518008
01/01/2016 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,12148,806,3568,1974,1397,2867,1536,4403,5800,40.1910966,-80.2518008
01/01/2012 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,13231,458,3953,2525,1769,2995,1531,4526,6295,40.1910966,-80.2518008
01/01/2011 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,13593,512,4187,2432,1814,3154,1494,4648,6462,40.1910966,-80.2518008
01/01/2010 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Female,13894,507,4353,2435,1903,3207,1489,4696,6599,40.1910966,-80.2518008
01/01/2014 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10520,463,2250,1737,1502,3081,1487,4568,6070,40.1910966,-80.2518008
01/01/2011 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,13118,621,4293,2165,1572,2986,1481,4467,6039,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10434,522,2455,1745,1398,2833,1481,4314,5712,40.1910966,-80.2518008
01/01/2015 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,12348,850,3738,2093,1348,2865,1454,4319,5667,40.1910966,-80.2518008
01/01/2014 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,12527,779,4193,2138,1188,2776,1453,4229,5417,40.1910966,-80.2518008
01/01/2010 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,13412,697,4260,2055,1864,3142,1394,4536,6400,40.1910966,-80.2518008
01/01/2013 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,12681,722,4430,2015,1274,2848,1392,4240,5514,40.1910966,-80.2518008
01/01/2012 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,35 to 44 Years,Male,12957,661,4161,2135,1498,3153,1349,4502,6000,40.1910966,-80.2518008
01/01/2012 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10404,537,2306,1938,1508,2863,1252,4115,5623,40.1910966,-80.2518008
01/01/2011 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10306,493,2431,1797,1532,2828,1225,4053,5585,40.1910966,-80.2518008
01/01/2010 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Female,10338,484,2527,1864,1688,2762,1013,3775,5463,40.1910966,-80.2518008
01/01/2015 12:00:00 AM,42125,Southwest,Southwest Corner WDA,Washington,63,25 to 34 Years,Male,11104,893,3459,2057,1197,2577,921,3498,4695,40.1910966,-80.2518008
